links,url,text
Trump taunts don’t shake McConnell’s hold on Senate GOP,https://www.politico.com/news/2021/02/22/trump-mcconnell-gop-471053,"McConnell just won reelection to a six-year term. And if he can hang on for two more years, he can match former Sen. Mike Mansfield (D-Mont.) as the longest-serving Senate party leader of all time."
"Biden calls for national unity and healing, as coronavirus death toll climbs past 500,000",https://www.politico.com/news/2021/02/22/biden-national-unity-coronavirus-death-toll-470973,"In his emotional address, the president, who has a reputation for wearing his heart on his sleeve, leaned into his own personal family grief to comfort affected Americans."
Native Americans Finally Have a Cabinet Nominee. Will an Adopted Tlingit Take Her Down?,https://www.politico.com/news/magazine/2021/02/23/deb-haaland-interior-secretary-confirmation-republicans-native-americans-alaska-murkowski-471125,"When a Republican House member urged Biden to withdraw his nomination of Haaland, five tribes in the congressman’s district wrote him a letter saying: “This historic nomination is more important to us and all of Indian country than any other Cabinet nomination in recent history. … Your opposition to the first and only American Indian ever nominated to a Cabinet position is likely to reverberate across Indian country.”"
Republicans demand equal representation on 1/6 Commission,https://www.politico.com/news/2021/02/22/republicans-demand-equal-representation-on-1-6-commission-470873,"“There is really strong support in the country for us to seek the truth, find the truth, but also understand how we have to protect the American people from what might be out there in terms of domestic terrorism and the rest,” Pelosi told reporters late last week."
Bloomberg’s 2020 aides got an unwelcome surprise in their tax forms,https://www.politico.com/news/2021/02/23/bloomberg-aides-2020-tax-471109,"In recent weeks, aides to the former Democratic candidate started receiving tax forms that in some cases list incomes that are tens of thousands of dollars more than they were compensated in salary. The added amounts account for paid housing and other generous benefits they received last year, but the price tag is coming to many as an unwelcome surprise."
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"Biden’s secretary of Homeland Security, Alejandro Mayorkas, was confirmed in a largely party-line vote earlier this month. The first Latino and immigrant to serve in his post, Mayorkas had been previously confirmed by the Senate three times. But his confirmation this go-round was by the slimmest of all margins for Biden nominees to date."
‘She became an easy target’: GOP opposition to Haaland rankles Native Americans,https://www.politico.com/news/2021/02/22/gop-resistance-deb-haaland-470979,"But supporters of Haaland, who would be the nation’s first Native American to serve in a presidential Cabinet, say they see a familiar pattern in the Republicans’ rhetoric and their unusual move to voice their opposition even before her nomination hearing was scheduled. They say she’s facing a level of criticism above and beyond the normal fiery Washington political rhetoric."
U.S. poised to have 3M vaccine doses available per day by April,https://www.politico.com/news/2021/02/23/us-3-million-vaccine-doses-per-day-april-471146,"While there were reports last month that manufacturing snags could delay J&J's early shipments, Richard Nettles, vice president of medical affairs for the company's Janssen pharmaceutical unit, told the House panel that nearly four million doses will be ready to ship when the vaccine is authorized for use."
Kristi Noem gets a Trump-hosted fundraiser at Mar-a-Lago,https://www.politico.com/news/2021/02/23/kristi-noem-trump-fundraiser-471159,"The invitation for the March 5 event says that to be a host requires a contribution of $4,000 per individual or $8,000 for a couple; that’ll get you a private roundtable discussion, photo-op and cocktail reception with Noem, Guilfoyle and Trump Jr. There’s a $1,000 minimum contribution merely to attend the fundraiser, which gets you into the cocktail party."
Native Americans Finally Have a Cabinet Nominee. Will an Adopted Tlingit Take Her Down?,https://www.politico.com/news/magazine/2021/02/23/deb-haaland-interior-secretary-confirmation-republicans-native-americans-alaska-murkowski-471125,"Williams’ name in Tlingit, the tongue of the first people of southeast Alaska, is Kakéskée (pronounced “Ka-kish-kay”). It means, roughly, “Dirty Mouth,” and describes the way that a salmon, freshly fished from the sea and bloodied, hangs from the beak of an eagle. Among the Tlingit, Williams’ name signals that, like his mother, he is a member of the Eagle tribe and Killer Whale clan."
"Cruz says his wife was ‘pissed’ about leaked text messages, paparazzi coverage",https://www.politico.com/news/2021/02/23/cruz-wife-pissed-leaked-text-paparazzi-471128,"During the 2016 Republican presidential primary, then-candidate Donald Trump memorably threatened to “spill the beans” on Heidi Cruz and tweeted an unflattering photo of her next to a glossy image of his own wife, Melania. The senator condemned the posts at the time, but went on to become one of Trump’s fiercest defenders in Congress after he was elected president."
How Biden Will End the Trump Sugar High for Israel and Saudi Arabia,https://www.politico.com/news/magazine/2021/02/22/how-biden-will-end-the-trump-sugar-high-for-israel-and-saudi-arabia-470911,"The administration has rightly undertaken a review of at least two arms sales to the Kingdom. Whether it will go farther or not is unclear. But it should. For years, administrations have supplied Saudi Arabia with weapons that it wants rather than weapons it needs to address the real military threats the Kingdom faces. Helping the Saudis to improve their defenses against Iranian missile attacks on critical infrastructure and cyber and terrorist attacks is perfectly appropriate and legitimate. The same cannot be said, however, for providing weapons systems that would improve Saudi capabilities to project force beyond its borders and especially against Iran. The Kingdom does not face a credible threat of a large-scale conventional attack by Iran or any other countries in the region. The world has seen the havoc the Saudis have wreaked in Yemen with advance combat aircraft and munitions, and the Saudi military was missing in action in the battles against ISIS in Iraq and Yemen."
Perdue rules out Georgia Senate comeback in 2022,https://www.politico.com/news/2021/02/23/perdue-georgia-senate-2022-471131,"Loeffler has said that she is considering another campaign, and she started a new political organization this week aimed to help boost Republicans in the state. Former Rep. Doug Collins, who came in third place in November in the Senate special election, has also said that he's considering challenging Warnock next year."
Trump taunts don’t shake McConnell’s hold on Senate GOP,https://www.politico.com/news/2021/02/22/trump-mcconnell-gop-471053,"Asked if he agreed with McConnell’s criticisms of Trump, Cornyn said: “I’m looking forward to the day we can move on to other things.” He said he had no plans to visit Trump in Florida, like Sen. Lindsey Graham (R-S.C.) and House Minority Leader Kevin McCarthy have done in recent days."
Google trying to put Microsoft on the spot at SolarWinds hearing,https://www.politico.com/news/2021/02/23/google-microsoft-solarwinds-hearing-471168,But Microsoft has admitted that the hackers accessed some of its products’ source code and reviewed code related to the products that they later exploited to preserve their access to breached networks.
Bloomberg’s 2020 aides got an unwelcome surprise in their tax forms,https://www.politico.com/news/2021/02/23/bloomberg-aides-2020-tax-471109,"“If you’re setting up an organization that is running for president and you think that our tax laws should be different, and our policies should be different, in order to better help people, then the way you treat people on the campaign and the way that you pay them should reflect that,” the same ex-staffer added."
Native Americans Finally Have a Cabinet Nominee. Will an Adopted Tlingit Take Her Down?,https://www.politico.com/news/magazine/2021/02/23/deb-haaland-interior-secretary-confirmation-republicans-native-americans-alaska-murkowski-471125,"The Alaska senator has repaid the honor with political attention; in public, she speaks eloquently about the myriad issues facing Native people, including the disproportionate tragedy of coronavirus on reservations, the scourge of suicides in Native communities, the unkept promises to Native veterans and the decline of tribal languages. Murkowski was the Senate lead for Savanna’s Act to improve data collection about violence against Native women—a bill that Haaland co-sponsored in the House. She was a co-sponsor of the Not Invisible Act to coordinate actions against the murder and human trafficking of Native people—a bill that Haaland led in the House. She often sports Native necklaces and earrings on Capitol Hill and has taken to wearing masks with Tlingit designs during the pandemic. Even her unusual vote against Brett Kavanaugh’s Supreme Court confirmation aligned with the preference of the Alaska Federation of Natives."
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"“There are two issues going on right now — one is Byrd Rule problems, one is whip problems,” said House Budget Chair John Yarmuth (D-Ky.), referring in the first case to the procedural hurdle that could quash the wage hike in the Senate. “If Joe Manchin isn’t going to vote for it because of the minimum wage, I assume we have to take it out or compromise in a way that he would accept.”"
This Congress is the most diverse ever. But Hill staffers remain overwhelmingly white.,https://www.politico.com/news/2021/02/23/people-of-color-congress-hill-staffers-471019,"“You go look at the staff of the Capitol, who were left to clean up after the mess of Jan. 6, that's a very diverse staff,” a former senior aide said. “But it's diverse in that there's people of color everywhere, who are on that team. That's what the policymaking teams of Capitol Hill need to look like.”"
"DeSantis crushes Rubio, Scott in Florida GOP poll",https://www.politico.com/news/2021/02/22/desantis-rubio-scott-florida-poll-470892,Fabrizio indicated that Rubio’s loss to Trump in 2016 still reverberates today.
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"Inside the White House, it did not go unnoticed that many of the lawmakers objecting to Tanden’s social media missives—including Manchin—voted to confirm Richard Grenell, the acid-tongued Trump booster, to the post of U.S. ambassador to Germany. Democrats on and off the Hill likewise argued that Tanden, who is of South Asian descent, was one of several nominees of color being treated differently than Trump-era nominees who lobbed personal attacks or expressed bigoted views."
Native Americans Finally Have a Cabinet Nominee. Will an Adopted Tlingit Take Her Down?,https://www.politico.com/news/magazine/2021/02/23/deb-haaland-interior-secretary-confirmation-republicans-native-americans-alaska-murkowski-471125,"Like many politically active Native Alaskans, Williams doesn’t see his people in conflict with Murkowski, who declined an interview for this story: When push comes to shove, he expects, the senator will get behind Haaland. With the votes to confirm Haaland not yet in hand, Murkowski’s predicament could become Indian Country’s hope."
Google trying to put Microsoft on the spot at SolarWinds hearing,https://www.politico.com/news/2021/02/23/google-microsoft-solarwinds-hearing-471168,"The hearing: The Tuesday afternoon hearing — the first public congressional inquiry into the SolarWinds breach — will focus on the role that private companies have played in discovering, analyzing and sharing information about the breaches, as well as in fixing any underlying issues in their own products."
"Capitol security officials in charge on Jan. 6 blame Pentagon, intel failures",https://www.politico.com/news/2021/02/23/congress-answers-jan-6-insurrection-471000,"Had other security officials concluded that military backup could be necessary on Jan. 6, “I would not have hesitated to ensure the National Guard’s presence or to make any other changes necessary,” said Irving."
"Biden calls for national unity and healing, as coronavirus death toll climbs past 500,000",https://www.politico.com/news/2021/02/22/biden-national-unity-coronavirus-death-toll-470973,"The nation now finds itself at another inflection point in dealing with the pandemic. As new cases and deaths in the U.S. have fallen significantly from January highs, new variants have caused significant concern, as well as bleak weather conditions in the South that disrupted vaccine distribution. Those factors played into cautiously optimistic remarks Biden made on Friday, while touring a Pfizer manufacturing site in Kalamazoo, Mich."
"Capitol security officials in charge on Jan. 6 blame Pentagon, intel failures",https://www.politico.com/news/2021/02/23/congress-answers-jan-6-insurrection-471000,Lawmakers pressed Sund and Irving on that discrepancy and asked them to share phone records.
‘She became an easy target’: GOP opposition to Haaland rankles Native Americans,https://www.politico.com/news/2021/02/22/gop-resistance-deb-haaland-470979,"After a weekslong delay in scheduling Haaland’s hearing, the committee set a Feb. 23 date to consider her selection. Hundreds of groups, including tribal representatives and environmental justice advocates, have urged Senate leaders for a “rapid confirmation” of Haaland in a letter."
Trump taunts don’t shake McConnell’s hold on Senate GOP,https://www.politico.com/news/2021/02/22/trump-mcconnell-gop-471053,"In fact, the National Republican Senatorial Committee chair said he “absolutely” supports McConnell as Senate Republican leader. He gave no oxygen to Trump's trashing of McConnell as someone who “doesn’t have what it takes” following the GOP leader’s withering criticism of Trump’s lack of leadership during the Jan. 6 Capitol riot."
"Capitol security officials in charge on Jan. 6 blame Pentagon, intel failures",https://www.politico.com/news/2021/02/23/congress-answers-jan-6-insurrection-471000,"For example, Sund claimed he called then-House Sergeant-at-Arms Paul Irving early on in the assault — at 1:09 p.m. to request more help. But Irving said he has no memory or record of that call and was on the House floor at that time. He told lawmakers he did not receive a formal request from Sund until after 2 p.m."
"Biden considers regulating ‘ghost guns,’ other executive actions to curb gun violence",https://www.politico.com/news/2021/02/23/biden-gun-safety-pandemic-471064,"A White House official said that Biden is considering “every tool at our disposal, including executive actions” and is looking at investing in community violence programs, requiring background checks, banning assault weapons and high-capacity magazines and repealing gun manufacturers’ immunity from liability. But Biden still lacks a Senate-confirmed attorney general and director of the Bureau of Alcohol, Tobacco, Firearms and Explosives, who will play a key role in any executive branch action on guns."
This Congress is the most diverse ever. But Hill staffers remain overwhelmingly white.,https://www.politico.com/news/2021/02/23/people-of-color-congress-hill-staffers-471019,"Democrats tend to hire more diverse staffers than Republicans (and are more frequently criticized for their failures to do so given their more multiracial base). But like their Republican colleagues, they have a hard time retaining and promoting staffers of color. White staffers are overrepresented in both Democratic and Republican offices while Black, Latino and Asian staffers are underrepresented compared with the racial makeup of their base. Among Republicans, those who represent regions in the South with large Black and Latino populations maintain almost all-white midlevel and senior staff."
"Biden calls for national unity and healing, as coronavirus death toll climbs past 500,000",https://www.politico.com/news/2021/02/22/biden-national-unity-coronavirus-death-toll-470973,"As the moment of silence concluded, Biden, a devout Catholic with a penchant for quoting Scripture in speeches, crossed himself before heading back inside the White House."
U.S. poised to have 3M vaccine doses available per day by April,https://www.politico.com/news/2021/02/23/us-3-million-vaccine-doses-per-day-april-471146,"White House officials told governors on Tuesday that about 2 million doses of J&J's vaccine should be available next week, with smaller amounts shipping to states in the following two weeks, three sources said. An administration official confirmed the 2 million figure, contingent on an emergency use authorization."
"Cruz says his wife was ‘pissed’ about leaked text messages, paparazzi coverage",https://www.politico.com/news/2021/02/23/cruz-wife-pissed-leaked-text-paparazzi-471128,"But “at the same time, I’m a dad,” he said. “And our girls are 10 and 12. I’m on the road nonstop.”"
House freshmen who won tight districts: Focus on the issues,https://www.politico.com/news/2021/02/23/michelle-steel-carolyn-bourdeaux-tight-districts-advice-471139,"“The idea is to connect the people in the district with the policies that are being made in Washington,” she said."
Republicans demand equal representation on 1/6 Commission,https://www.politico.com/news/2021/02/22/republicans-demand-equal-representation-on-1-6-commission-470873,"Speaker Nancy Pelosi and her Republican counterparts have already traded one offer each but still remain at odds over several issues including membership on the proposed commission, according to multiple sources familiar with the talks. Pelosi, who's vowed to quickly take up legislation creating the commission, proposed tilting the panel in favor of Democrats, with her party getting to pick seven of the members while Republican leaders choose four additional appointees."
Becerra to highlight family's health struggles at confirmation hearing,https://www.politico.com/news/2021/02/22/becerra-health-confirmation-hearing-470899,"Becerra will pledge Tuesday to work with Democrats and Republicans on vaccine distribution and other facets of the Covid-19 response. He will also promise to work with Congress on shoring up Medicare and Medicaid, reducing the cost of insurance and prescription drugs, strengthening Head Start and other programs for low-income children and protecting government scientists and career workforce from political interference, according to the prepared testimony."
This Congress is the most diverse ever. But Hill staffers remain overwhelmingly white.,https://www.politico.com/news/2021/02/23/people-of-color-congress-hill-staffers-471019,"Brewer, who runs communications for Democrat Raphael Warnock, Georgia’s first Black senator, knows most of his work for the freshman lawmaker will be done behind the curtain. Still, he’s acutely aware of the importance of his presence: He is currently one of just two Black communications directors in the Senate — and the only Black man to hold the role."
Garland cruises through confirmation hearing as GOP support solidifies,https://www.politico.com/news/2021/02/22/republicans-merrick-garland-confirmation-hearing-470847,"“Judge Garland is about as sure a bet as you can have in the Congress these days that he will be confirmed. He has navigated these questions with extraordinary adroitness and aplomb,” Blumenthal said."
"Biden calls for national unity and healing, as coronavirus death toll climbs past 500,000",https://www.politico.com/news/2021/02/22/biden-national-unity-coronavirus-death-toll-470973,"“I believe we’ll be approaching normalcy by the end of this year,” he said. “And God willing, this Christmas will be different than the last.”"
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"“There's a double standard going on,” said Rep. Judy Chu (D-Calif.), head of the Congressional Asian Pacific American Caucus. “Her nomination is very significant for us Asian American and Pacific Islanders. I do believe that this double standard has to do with the fact that she would be a pioneer in that position.”"
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"“We know that when government raises the cost of doing business for small enterprises, such as through arbitrary minimum wage increases, the workers at the bottom actually get fewer working hours and fewer job opportunities,” Donalds said."
Native Americans Finally Have a Cabinet Nominee. Will an Adopted Tlingit Take Her Down?,https://www.politico.com/news/magazine/2021/02/23/deb-haaland-interior-secretary-confirmation-republicans-native-americans-alaska-murkowski-471125,"When Congress considers Joe Biden’s nominee for Interior secretary this week, Joe Williams Jr. will be following the proceedings closely from Saxman, Alaska. Committee hearings aren’t usually on the radar in this small town more than 3,000 miles from Washington, D.C.; this time of year, its 353 residents are typically paying more attention to the sea lions passing through. And Williams, a retired, 76-year-old, conservative born-again Christian, doesn’t usually pull for Democrats."
"Biden considers regulating ‘ghost guns,’ other executive actions to curb gun violence",https://www.politico.com/news/2021/02/23/biden-gun-safety-pandemic-471064,The White House is weighing a number of gun safety proposals as it looks to deliver on President Joe Biden's campaign promises. But some activists are upset that after one month in office the administration has yet to set a firm timeline or provide specifics about its overarching plan.
Rocket attack in Iraq marks third in one week,https://www.politico.com/news/2021/02/22/rockets-us-embassy-baghdad-470868,"Pentagon spokesperson John Kirby on Monday declined to answer a question about whether U.S. officials planned to communicate to Iran that killing an American is a red line, as the previous administration did, though he said Washington's view on Tehran's activities is ""perfectly clear."""
Perdue rules out Georgia Senate comeback in 2022,https://www.politico.com/news/2021/02/23/perdue-georgia-senate-2022-471131,"Former Republican Sen. David Perdue will not run for Senate in 2022, he said in a statement Tuesday, ruling out another campaign in Georgia less than two months after losing a runoff election for a second term."
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"“I hope we will course-correct, quickly, and not allow that to be a legacy of the Senate,” Johnson added."
Trump to attend RNC spring donor summit,https://www.politico.com/news/2021/02/22/trump-to-attend-rnc-spring-donor-summit-471052,"The RNC’s donor retreats are a prime stop for future presidential candidates, who use the events to establish relationships with major contributors."
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"Republicans are currently pushing back hard on former California Attorney General Xavier Becerra, Biden’s choice to run the Heath and Human Services Department, citing his views on expanding health care and abortion access to unauthorized immigrants. They also argue that Becerra, whose mother immigrated from Guadalajara and father grew up in Tijuana, Mexico, is underqualified because he is not a doctor himself. Trump’s Health Secretary, Alex Azar, wasn’t a physician."
Garland cruises through confirmation hearing as GOP support solidifies,https://www.politico.com/news/2021/02/22/republicans-merrick-garland-confirmation-hearing-470847,Even some of the most conservative Senate Republicans said Garland will get the nod.
"Democrats question TV carriers' decisions to host Fox, OAN and Newsmax, citing 'misinformation'",https://www.politico.com/news/2021/02/22/democrats-conservative-media-misinformation-470863,Fox and Newsmax quickly expressed alarm about the Democrats' efforts.
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"“Stalling these nominations, regardless of which party, is not a good look and it raises a lot of questions about why,"" she added."
Native Americans Finally Have a Cabinet Nominee. Will an Adopted Tlingit Take Her Down?,https://www.politico.com/news/magazine/2021/02/23/deb-haaland-interior-secretary-confirmation-republicans-native-americans-alaska-murkowski-471125,"And like many Native people across the country, Williams, a Tlingit tribal elder, is all-in for Haaland. Over the past two months, he and thousands of others have been making phone calls, sending emails and writing letters telling their tribal leaders and congressional representatives to support the Democratic pick to oversee federal lands, natural resources and American Indian affairs. “I fully, 100 percent support her appointment,” Williams said of Haaland, despite the fact she’s a progressive and he’s been voting Republican since the Reagan years. “And the reason for that is I don’t have to explain to her what it means to be an Indian.”"
"Capitol security officials in charge on Jan. 6 blame Pentagon, intel failures",https://www.politico.com/news/2021/02/23/congress-answers-jan-6-insurrection-471000,"Tuesday’s hearing, a joint effort by both Peters' and Klobuchar's committees, was lawmakers’ first chance to expose the security failures that allowed rioters to overtake the Capitol."
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"“Increasing the minimum wage, particularly in the middle of a pandemic when so many small businesses are struggling, would do nothing further than damage the economic welfare of low-income families,” said freshman Rep. Byron Donalds (R-Fla.), who said businesses in his district are concerned about the proposal."
"Democrats question TV carriers' decisions to host Fox, OAN and Newsmax, citing 'misinformation'",https://www.politico.com/news/2021/02/22/democrats-conservative-media-misinformation-470863,"But the Democrats' questions also represent a rare effort by members of Congress to intrude into companies' decisions to carry specific news networks. In some ways, it parallels the years of complaints Republicans have raised about the content of social media platforms such as Facebook and Twitter — but extends that fight in a way that could raise broader free-speech issues."
"Biden considers regulating ‘ghost guns,’ other executive actions to curb gun violence",https://www.politico.com/news/2021/02/23/biden-gun-safety-pandemic-471064,"The Senate is even less Democratic now, split 50-50, meaning that any bill would require at least 10 Republicans to vote with all Democrats. And, as such, grassroots groups led by young people of color who’ve survived mass shootings or live in communities battling daily gun violence want Biden to use his executive power immediately to close loopholes for gun sellers."
This Congress is the most diverse ever. But Hill staffers remain overwhelmingly white.,https://www.politico.com/news/2021/02/23/people-of-color-congress-hill-staffers-471019,"The latest increase in diversity is due largely to freshman representatives for the 117th Congress who have hired staffers more demographically aligned with their districts. Reps. Cori Bush (D-Mo.) and Nikema Williams (D-Ga.), for example, filled all of their top staffing slots with people of color, a majority of whom are women. Sen. Alex Padilla’s (D-Calif.) top staffers are all people of color. Two-thirds of Warnock’s top staffers are Black."
U.S. poised to have 3M vaccine doses available per day by April,https://www.politico.com/news/2021/02/23/us-3-million-vaccine-doses-per-day-april-471146,Biden has also said repeatedly that every American who wants to be vaccinated should be able to by July.
House freshmen who won tight districts: Focus on the issues,https://www.politico.com/news/2021/02/23/michelle-steel-carolyn-bourdeaux-tight-districts-advice-471139,She said she has been reaching out to Black churches to help get vaccines in arms.
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"Budget rules that allow the bill to pass the Senate without the threat of a filibuster essentially require that all pieces of the bigger package have a significant effect on federal spending, revenues and the debt within a decade. If the package increases deficits beyond that window, approval from the Senate parliamentarian can get problematic."
Biden readies his first major penalties on Russia,https://www.politico.com/news/2021/02/22/biden-penalties-russia-470986,"“Sanctioning Russia using the CBW Act, Magnitsky Act, and/or EO 13382, for the poisoning of Alexei Navalny is an important step in that it reinforces the global norm against chemical weapons use,” Tully said. “Ultimately, these tools won’t change Putin’s calculus or behavior however. Putting a stake in the heart of Nord Stream 2 could, and would, drain billions from Putin’s coffers.”"
Rocket attack in Iraq marks third in one week,https://www.politico.com/news/2021/02/22/rockets-us-embassy-baghdad-470868,"Kirby added that while the Pentagon supports NATO's recent decision to deploy additional troops to Iraq, there are no plans to expand U.S. force levels in that country."
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"Senate Finance Chair Ron Wyden (D-Ore.) “is looking at various options to stay within our allocation and support small businesses,” said his spokesperson Ashley Schapitl, noting that he’s previously said “he’s doing all he can"" to keep the minimum wage increase in the broader package."
"Biden considers regulating ‘ghost guns,’ other executive actions to curb gun violence",https://www.politico.com/news/2021/02/23/biden-gun-safety-pandemic-471064,"Murphy himself has said he supports Biden using his executive authority to tackle gun control. But if Democrats are going to pursue legislation, ""our best chance to pass a background checks proposal is this year. I don't want to have to wait for a mass shooting.”"
Republicans demand equal representation on 1/6 Commission,https://www.politico.com/news/2021/02/22/republicans-demand-equal-representation-on-1-6-commission-470873,"“It needs, first of all, to be created in a way it can succeed and not constructed to fail,” said Tim Roemer, one of the 9/11 panel’s Democratic appointees, who has also spoken with Pelosi and other House Democrats."
‘A double standard going on’: Democrats accuse GOP and Manchin of bias on Biden nominations,https://www.politico.com/news/2021/02/22/biden-nominations-gop-manchin-tanden-471080,"“Vanita Gupta wants to defund the police, and instead of dealing with that extremely dangerous position, her liberal defenders are throwing up cartoonish claims to avoid the issues,” said Carrie Severino, the president of the Judicial Crisis Network, one of the groups sponsoring the ads. Gupta has not called for defunding the police."
House freshmen who won tight districts: Focus on the issues,https://www.politico.com/news/2021/02/23/michelle-steel-carolyn-bourdeaux-tight-districts-advice-471139,"“People are very tired of listening [to partisanship]. You really have to go out, stick to the issues,” Steel said. “People really don’t care much about Republican or Democrats.”"
Bloomberg’s 2020 aides got an unwelcome surprise in their tax forms,https://www.politico.com/news/2021/02/23/bloomberg-aides-2020-tax-471109,"In some instances, Bloomberg representatives have assured the aides that the additional taxes they now owe the government were taken care of by the campaign. A Bloomberg campaign spokesperson told POLITICO the aides were paid more during the campaign to account for the higher tax burden, though not all of the ex-aides said they were aware of the arrangement at the time. The spokesperson added that Bloomberg’s accountants had no choice but to lump fringe benefits in with the salaries given their interpretation of tax law."
"Capitol security officials in charge on Jan. 6 blame Pentagon, intel failures",https://www.politico.com/news/2021/02/23/congress-answers-jan-6-insurrection-471000,"More than 200 participants in the riots have been arrested — some for simply trespassing, others for assaulting police. Still, prosecutions are likely to intensify. Biden’s attorney general nominee Merrick Garland told lawmakers Monday that he intends to make the investigation a top priority in the early days of his tenure."
Trump taunts don’t shake McConnell’s hold on Senate GOP,https://www.politico.com/news/2021/02/22/trump-mcconnell-gop-471053,"“One of my favorite sayings about politics is, winners make policy and losers go home. The reason we may well pass a $1.9 trillion [coronavirus bill] … is because we lost the Senate,” McConnell said in the interview this month. “And the reason we lost, as everyone knows, is there was so much confusion down there about whether even voting made a difference that it undercut us.”"
Garland cruises through confirmation hearing as GOP support solidifies,https://www.politico.com/news/2021/02/22/republicans-merrick-garland-confirmation-hearing-470847,"A senior Democrat on the panel, Sen. Richard Blumenthal of Connecticut, declared that the judge’s confirmation was essentially a lock."
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"“We know that people of color have been paid poverty wages for too long,"" Lee said, ""which deepens the longstanding racist and economic divisions in this country.”"
"Biden considers regulating ‘ghost guns,’ other executive actions to curb gun violence",https://www.politico.com/news/2021/02/23/biden-gun-safety-pandemic-471064,"“We have incidents where there's three or four people getting shot [daily] and we don't get the same kind of uproar and attention for those kinds of homicides and mainly because they're Black and brown people,” said Eddie Bocanegra, senior director of the progressive Heartland Alliance's READI Chicago chapter, who has spoken to the White House."
U.S. poised to have 3M vaccine doses available per day by April,https://www.politico.com/news/2021/02/23/us-3-million-vaccine-doses-per-day-april-471146,"The law, which allows the federal government to mobilize production in various American plants, was helpful to secure specific materials early on, like lipids essential to Pfizer’s vaccine formula, Young said. But Pfizer has since moved lipid production in-house and is confident about its supplies. “DPA is certainly very useful,” but is “something to be used to address specific problems rather than generally,” he said."
Democrats plot their Plan B to save minimum wage hike,https://www.politico.com/news/2021/02/22/democrats-minimum-wage-increase-plan-470860,"A House Democratic aide, who described the issue as “a Senate math problem,” said additional revenue could also come from cutting one month off the expiration date for unemployment benefits that the House package would extend through August. House Democrats have already lopped a month off Biden’s original unemployment benefits extension, which he proposed to run through September, to offset the cost of pension aid that they included in the Covid-19 aid bill."
Google to lift political ad ban this week,https://www.politico.com/news/2021/02/22/google-ends-political-ad-ban-470840,"Google announced the decision in an email to political clients Monday morning. The tech giant had also banned political ads on its platforms, including YouTube and Google search pages, after the 2020 election as part of a broader effort to clamp down on political misinformation. Google will now return ads from campaigns and ads on political topics to those sites, which have seen nearly $750 million in advertising since the spring of 2018, according to Google's ad disclosure portal."
"Cruz says his wife was ‘pissed’ about leaked text messages, paparazzi coverage",https://www.politico.com/news/2021/02/23/cruz-wife-pissed-leaked-text-paparazzi-471128,"He and his wife were simply “trying to be good parents” when they greenlighted the vacation, Cruz said."
Garland cruises through confirmation hearing as GOP support solidifies,https://www.politico.com/news/2021/02/22/republicans-merrick-garland-confirmation-hearing-470847,Burgess Everett contributed to this report.
Biden readies his first major penalties on Russia,https://www.politico.com/news/2021/02/22/biden-penalties-russia-470986,"The package proposed three types of sanctions: Magnitsky Act sanctions on the individuals who detained Navalny; sanctions under the Chemical and Biological Weapons Control and Warfare Elimination Act of 1991 (CBW Act); and sanctions under Executive Order 13382 — which is “aimed at freezing the assets of proliferators of weapons of mass destruction and their supporters,” according to the State Department. The Trump sanctions package also proposed revoking certain Russian officials’ visas and restricting the export of certain dual-use items to Russia that could be used to manufacture weapons of mass destruction."
‘She became an easy target’: GOP opposition to Haaland rankles Native Americans,https://www.politico.com/news/2021/02/22/gop-resistance-deb-haaland-470979,"The three have cited her opposition to the Keystone XL and Dakota Access oil pipelines, projects that she would have little influence over if she becomes Interior secretary. (Biden has already blocked the Keystone XL pipeline.) And they’ve railed against early executive action from Biden that paused new leases for oil and gas drilling on federal lands and waters, which contribute about 20 percent of U.S. production."
